date,group,period,ic,pvalue
2020-10-22,A,5,0.016666666666666666,0.9660548039946861
2020-10-29,A,5,0.049999999999999996,0.8983528043506301
2020-11-05,A,5,-0.45,0.2242161074923366
2020-11-12,A,5,-0.31666666666666665,0.4063970144863861
2020-11-19,A,5,-0.5833333333333334,0.09918581647988323
2020-11-26,A,5,0.6833333333333333,0.04244227208707231
2020-12-03,A,5,0.16666666666666669,0.668231040071504
2020-12-10,A,5,-0.38333333333333336,0.30849527238037144
2020-12-17,A,5,-0.6666666666666667,0.04986723056888511
2020-12-24,A,5,-0.016666666666666666,0.9660548039946861
2020-12-31,A,5,-0.7666666666666667,0.01594401657897401
2021-01-07,A,5,0.8666666666666667,0.0024953982859902053
2021-01-14,A,5,-0.08333333333333334,0.831214097710308
2021-01-21,A,5,0.7,0.03576957497026169
2021-01-28,A,5,-0.5,0.17047066078705375
2021-02-04,A,5,-0.41666666666666663,0.26458604674749614
2021-02-18,A,5,0.48333333333333334,0.18746985521554207
2021-02-25,A,5,0.16666666666666669,0.668231040071504
2021-03-04,A,5,-0.15,0.7000942309691419
2021-03-11,A,5,0.06666666666666667,0.8646897846262037
2021-03-18,A,5,0.5833333333333334,0.09918581647988323
2021-03-25,A,5,0.6333333333333333,0.06708578689234565
2021-04-01,A,5,0.9333333333333332,0.00023589981215941676
2021-04-08,A,5,0.3,0.4328453267094823
2021-04-15,A,5,-0.13333333333333333,0.7323675052362975
2021-04-22,A,5,-0.7999999999999999,0.00962792472537983
2021-04-29,A,5,0.0303030303030303,0.9337729580941466
2021-05-06,A,5,0.23636363636363633,0.5108853175152002
2021-05-13,A,5,0.12727272727272726,0.7260570147627894
2021-05-20,A,5,0.48181818181818187,0.1334338382568288
2021-05-27,A,5,0.33636363636363636,0.3118243139003863
2021-06-03,A,5,-0.26363636363636367,0.4334407376116145
2021-06-10,A,5,-0.9090909090909091,0.00010559337630360869
2021-06-17,A,5,-0.21818181818181823,0.519248247554982
2021-06-24,A,5,-0.13636363636363638,0.689309020586362
2021-07-01,A,5,-0.5454545454545455,0.08265095734417506
2021-07-08,A,5,-0.16363636363636366,0.6306852146425357
2021-07-15,A,5,-0.6454545454545455,0.03196279932801745
2021-07-22,A,5,-0.7202797202797203,0.008239768712338441
2021-07-29,A,5,-0.006993006993006993,0.9827917689028476
2021-08-05,A,5,0.6153846153846154,0.03316990109010588
2021-08-12,A,5,-0.4685314685314686,0.124454791188834
2021-08-19,A,5,-0.2797202797202798,0.37856866966230307
2021-08-26,A,5,-0.5664335664335665,0.05484211977540786
2021-09-02,A,5,0.2867132867132868,0.36625146058358227
2021-09-09,A,5,-0.08391608391608392,0.7954145018538977
2021-09-16,A,5,0.7972027972027973,0.0019003677255282707
2021-09-23,A,5,0.027972027972027972,0.9312343512018808
2021-09-30,A,5,-0.1258741258741259,0.6966831093957659
2021-10-14,A,5,0.2867132867132868,0.36625146058358227
2021-10-21,A,5,-0.6363636363636365,0.026096891052703127
2021-10-28,A,5,0.0,1.0
2021-11-04,A,5,0.3636363636363637,0.2452650007307772
2021-11-11,A,5,-0.11188811188811189,0.729194990751066
2021-11-18,A,5,0.3076923076923077,0.3305892594121097
2021-11-25,A,5,0.3216783216783217,0.30790987618065263
2021-12-02,A,5,0.5244755244755246,0.08001937592027472
2021-12-09,A,5,0.09090909090909093,0.7787253962454419
2021-12-16,A,5,-0.43356643356643365,0.1591057694121953
2021-12-23,A,5,-0.4265734265734266,0.16669998762494498
2021-12-30,A,5,-0.7412587412587414,0.005801150474478243
2022-01-06,A,5,0.2797202797202798,0.37856866966230307
2022-01-13,A,5,-0.1328671328671329,0.6805975082860818
2022-01-20,A,5,0.44055944055944063,0.15173503571673022
2022-01-27,A,5,-0.34965034965034975,0.2652387868927897
2022-02-10,A,5,-0.013986013986013986,0.9655902689187795
2022-02-17,A,5,0.034965034965034975,0.9140933424107598
2022-02-24,A,5,-0.4545454545454546,0.13765791634772945
2022-03-03,A,5,-0.15384615384615385,0.6330906812462618
2022-03-10,A,5,0.5174825174825175,0.08486877113393493
2022-03-17,A,5,0.2447552447552448,0.4432619364501832
2022-03-24,A,5,0.2937062937062937,0.35414764123292175
2022-03-31,A,5,-0.4265734265734266,0.16669998762494498
2022-04-07,A,5,-0.2867132867132868,0.36625146058358227
2022-04-14,A,5,0.34965034965034975,0.2652387868927897
2022-04-21,A,5,-0.25874125874125875,0.41677476889913845
2022-04-28,A,5,0.7692307692307694,0.0034464502618274493
2022-05-05,A,5,0.8601398601398602,0.0003316683391269209
2022-05-12,A,5,-0.5944055944055945,0.04152149441031855
2022-05-19,A,5,0.04553422044199251,0.8882523316528931
2022-05-26,A,5,-0.5104895104895105,0.08991373630263913
2022-06-02,A,5,0.44055944055944063,0.15173503571673022
2022-06-09,A,5,-0.8111888111888113,0.0013633152527271922
2022-06-16,A,5,-0.4755244755244756,0.11817595701303213
2022-06-23,A,5,0.4055944055944056,0.19083587400450033
2022-06-30,A,5,-0.3426573426573427,0.27556745095678037
2022-07-07,A,5,-0.1188811188811189,0.712884219214772
2022-07-14,A,5,0.5874125874125874,0.044609296463363105
2022-07-21,A,5,-0.16783216783216784,0.602099427786538
2022-07-28,A,5,-0.34965034965034975,0.2652387868927897
2022-08-04,A,5,-0.16083916083916086,0.6175234895401425
2022-08-11,A,5,0.06993006993006995,0.8290236405313092
2022-08-18,A,5,0.665934065934066,0.00932299909684176
2022-08-25,A,5,0.3406593406593406,0.23331605103682404
2022-09-01,A,5,0.5868131868131868,0.02738437553108774
2022-09-08,A,5,-0.4065934065934066,0.14910193900151342
2022-09-15,A,5,0.0945054945054945,0.7479382611415478
2022-09-22,A,5,-0.12967032967032965,0.6586192763211781
2022-09-29,A,5,0.5604395604395604,0.03710447700407433
2022-10-13,A,5,0.23076923076923075,0.4273358616774501
2022-10-20,A,5,-0.04175824175824176,0.8872869731890637
2022-10-27,A,5,-0.15604395604395604,0.594234700580851
2022-11-03,A,5,0.3318681318681319,0.24637718314961166
2022-11-10,A,5,-0.10341040360993106,0.7249905123330244
2022-11-17,A,5,0.5384615384615385,0.04697614585955518
2022-11-24,A,5,-0.4197802197802198,0.13510107382914271
2022-12-01,A,5,-0.7150719398559063,0.004044757019757849
2022-12-08,A,5,-0.5252747252747253,0.05374750176788299
2022-12-15,A,5,-0.6527472527472528,0.01138457399795419
2022-12-22,A,5,0.6527472527472528,0.01138457399795419
2022-12-29,A,5,-0.15164835164835166,0.6047905984521367
2023-01-05,A,5,0.6615384615384616,0.009975179240423711
2023-01-12,A,5,-0.09010989010989012,0.7593388378159541
2023-01-19,A,5,0.3538461538461538,0.21453987088124626
2023-02-02,A,5,0.2043956043956044,0.4833462230422234
2023-02-09,A,5,0.3054945054945055,0.2881698858754571
2023-02-16,A,5,0.432967032967033,0.12201000596848026
2023-02-23,A,5,-0.5428571428571429,0.044863966439248656
2023-03-02,A,5,0.1824175824175824,0.5325088185186945
2023-03-09,A,5,-0.4021978021978022,0.15397442954140356
2023-03-16,A,5,-0.48571428571428577,0.07827588645863329
2023-03-23,A,5,0.24835164835164836,0.39191953893845743
2023-03-30,A,5,-0.5604395604395604,0.03710447700407433
2023-04-06,A,5,0.3758241758241759,0.18541002869712303
2023-04-13,A,5,-0.665934065934066,0.00932299909684176
2023-04-20,A,5,0.6263736263736264,0.016541935428871182
2023-04-27,A,5,-0.0989010989010989,0.7365853699253172
2023-05-04,A,5,0.2835164835164835,0.32596594744177265
2023-05-11,A,5,0.4153846153846154,0.1396659475175257
2023-05-18,A,5,0.17362637362637365,0.5527669411422413
2023-05-25,A,5,0.46373626373626364,0.09487633150889971
2023-06-01,A,5,0.5164835164835165,0.05863716344127844
2023-06-08,A,5,-0.4901098901098901,0.07522006672685848
2023-06-15,A,5,0.02417582417582418,0.9346189946036425
2023-06-29,A,5,0.17381748691882032,0.5523230858668633
2023-07-06,A,5,0.1076923076923077,0.7140308087262492
2023-07-13,A,5,0.04175824175824176,0.8872869731890637
2023-07-20,A,5,-0.35357142857142854,0.1960716784341988
2023-07-27,A,5,0.017857142857142853,0.9496353041738621
2023-08-03,A,5,-0.07857142857142857,0.7807545523090464
2023-08-10,A,5,0.1714285714285714,0.5412721760996331
2023-08-17,A,5,0.0,1.0
2023-08-24,A,5,0.475,0.07357086204591354
2023-08-31,A,5,0.12857142857142856,0.6479163294665075
2023-09-07,A,5,-0.15,0.5936302027425882
2023-09-14,A,5,-0.28571428571428564,0.3019363513225493
2023-09-21,A,5,0.5392857142857141,0.03802165626355798
2023-09-28,A,5,0.075,0.7905107941552678
2023-10-12,A,5,-0.18214285714285713,0.5158816817070392
2023-10-19,A,5,-0.09999999999999999,0.7228973252791182
2023-10-26,A,5,0.2071428571428571,0.4588428049634704
2023-11-02,A,5,0.3321428571428571,0.2264717590707243
2023-11-09,A,5,0.3285714285714285,0.23180969720615968
2023-11-16,A,5,0.1464285714285714,0.602549920983054
2023-11-23,A,5,0.22142857142857136,0.42771371901637
2023-11-30,A,5,-0.11785714285714284,0.6757115292213043
2023-12-07,A,5,-0.0964285714285714,0.7324528633867308
2023-12-14,A,5,0.5928571428571427,0.01984642197018114
2023-12-21,A,5,0.5285714285714286,0.04279728930945035
2023-12-28,A,5,-0.42499999999999993,0.11429547548052224
2024-01-04,A,5,-0.532142857142857,0.041158580386934415
2024-01-11,A,5,-0.3285714285714285,0.23180969720615968
2024-01-18,A,5,0.1607142857142857,0.5671967045803448
2024-01-25,A,5,-0.532142857142857,0.041158580386934415
2024-02-01,A,5,0.6714285714285713,0.0061277667888201
2024-02-08,A,5,-0.4392857142857142,0.10136057119347244
2024-02-22,A,5,0.47857142857142854,0.07113080825563321
2024-02-29,A,5,-0.41785714285714276,0.1211725360218785
2024-03-07,A,5,-0.49329778410998365,0.061682295978876436
2024-03-14,A,5,-0.5,0.05769884126896001
2024-03-21,A,5,0.43214285714285705,0.10769303754639799
2024-03-28,A,5,-0.7785714285714285,0.0006273501294803568
2024-04-11,A,5,-0.09411764705882353,0.7288144270239805
2024-04-18,A,5,0.33529411764705885,0.20425458084551512
2024-04-25,A,5,0.3588235294117647,0.17230386289263244
2024-05-09,A,5,-0.5117647058823529,0.042723448163331776
2024-05-16,A,5,0.047058823529411764,0.8626036946668731
2024-05-23,A,5,0.2735294117647059,0.3053231563074052
2024-05-30,A,5,0.10588235294117648,0.6963341050381157
2024-06-06,A,5,0.0411764705882353,0.8796536149318311
2024-06-13,A,5,-0.25588235294117645,0.33878990807124576
2024-06-20,A,5,0.3058823529411765,0.24925429892891857
2024-06-27,A,5,-0.08529411764705883,0.7534650694747832
2024-07-04,A,5,-0.14411764705882352,0.5943782881736932
2024-07-11,A,5,-0.13529411764705881,0.6173674089706418
2024-07-18,A,5,0.34411764705882353,0.19185563142554293
2024-07-25,A,5,0.15882352941176472,0.5568612810855389
2024-08-01,A,5,0.0029411764705882353,0.9913748045563624
2024-08-08,A,5,0.3058823529411765,0.24925429892891857
2024-08-15,A,5,0.25588235294117645,0.33878990807124576
2024-08-22,A,5,-0.12941176470588234,0.63288233246826
2024-08-29,A,5,0.12941176470588234,0.63288233246826
2024-09-05,A,5,-0.22647058823529412,0.3989829266412891
2024-09-12,A,5,-0.29411764705882354,0.268846554622893
2024-09-19,A,5,0.044117647058823525,0.8711220048065985
2024-09-26,A,5,-0.17941176470588235,0.5061395399904385
2024-10-10,A,5,-0.2411764705882353,0.36820660804263405
2024-10-17,A,5,-0.3205882352941176,0.22604542220798235
2024-10-24,A,5,-0.788235294117647,0.0002864656823918493
2024-10-31,A,5,-0.1176470588235294,0.6643410791623536
2024-11-07,A,5,-0.08529411764705883,0.7534650694747832
2024-11-14,A,5,0.6411764705882352,0.007434419082533942
2024-11-21,A,5,0.07941176470588236,0.770025319039825
2024-11-28,A,5,-0.2441176470588235,0.3622134961419501
2024-12-05,A,5,0.07647058823529412,0.7783409809607029
2024-12-12,A,5,0.0588235294117647,0.8286807500332258
2024-12-19,A,5,-0.10882352941176471,0.688288293957414
2019-08-15,A,10,0.5,0.25316999510032273
2019-08-22,A,10,-0.38095238095238104,0.3518125531175647
2019-08-29,A,10,0.4523809523809524,0.260404767436885
2019-09-05,A,10,-0.09523809523809526,0.8225054302036114
2019-09-12,A,10,0.5000000000000001,0.20703124999999997
2019-09-19,A,10,0.04761904761904763,0.9108491685195836
2019-09-26,A,10,0.1666666666666667,0.693238811728395
2019-10-10,A,10,-0.30952380952380953,0.4556448907375822
2019-10-17,A,10,-0.4047619047619048,0.3198886412288162
2019-10-24,A,10,-0.5952380952380953,0.11952980613879262
2019-10-31,A,10,-0.6190476190476191,0.1017330374542646
2019-11-07,A,10,-0.2380952380952381,0.5701563208157683
2019-11-14,A,10,0.6904761904761906,0.057990318164572716
2019-11-21,A,10,0.28571428571428575,0.4927262450169573
2019-11-28,A,10,-0.21666666666666667,0.5755148957119259
2019-12-05,A,10,-0.5666666666666667,0.11163298761149111
2019-12-12,A,10,-0.19999999999999998,0.6059012741795533
2019-12-19,A,10,-0.7333333333333334,0.02455415007146968
2019-12-26,A,10,-0.31666666666666665,0.4063970144863861
2020-01-02,A,10,0.016666666666666666,0.9660548039946861
2020-01-09,A,10,0.48333333333333334,0.18746985521554207
2020-01-16,A,10,-0.049999999999999996,0.8983528043506301
2020-01-23,A,10,-0.3666666666666667,0.33173980143301507
2020-02-06,A,10,-0.15,0.7000942309691419
2020-02-13,A,10,0.0,1.0
2020-02-20,A,10,0.4666666666666666,0.20538635110581185
2020-02-27,A,10,-0.03333333333333333,0.9321567355405039
2020-03-05,A,10,-0.21666666666666667,0.5755148957119259
2020-03-12,A,10,0.39999999999999997,0.2861051019083129
2020-03-19,A,10,-0.19999999999999998,0.6059012741795533
2020-03-26,A,10,-0.11666666666666665,0.7650079429261462
2020-04-02,A,10,-0.5,0.17047066078705375
2020-04-09,A,10,-0.75,0.019942126131992522
2020-04-16,A,10,0.049999999999999996,0.8983528043506301
2020-04-23,A,10,0.26666666666666666,0.4879222748387009
2020-04-30,A,10,-0.35,0.35581957250178886
2020-05-07,A,10,-0.7833333333333333,0.012519873019449882
2020-05-14,A,10,0.33333333333333337,0.38071318167686347
2020-05-21,A,10,-0.11666666666666665,0.7650079429261462
2020-05-28,A,10,-0.13333333333333333,0.7323675052362975
2020-06-04,A,10,-0.3,0.4328453267094823
2020-06-11,A,10,-0.38333333333333336,0.30849527238037144
2020-06-18,A,10,0.7833333333333333,0.012519873019449882
2020-07-02,A,10,-0.2333333333333333,0.5456987782182727
2020-07-09,A,10,0.11666666666666665,0.7650079429261462
2020-07-16,A,10,-0.3666666666666667,0.33173980143301507
2020-07-23,A,10,-0.15,0.7000942309691419
2020-07-30,A,10,-0.016666666666666666,0.9660548039946861
2020-08-06,A,10,0.45,0.2242161074923366
2020-08-13,A,10,0.45,0.2242161074923366
2020-08-20,A,10,0.33333333333333337,0.38071318167686347
2020-08-27,A,10,-0.26666666666666666,0.4879222748387009
2020-09-03,A,10,0.18333333333333335,0.6368198117628943
2020-09-10,A,10,0.3,0.4328453267094823
2020-09-17,A,10,0.2833333333333333,0.46003032896571994
2020-09-24,A,10,-0.3,0.4328453267094823
2020-10-15,A,10,-0.03333333333333333,0.9321567355405039
2020-10-22,A,10,0.09999999999999999,0.797971695234851
2020-10-29,A,10,-0.08333333333333334,0.831214097710308
2020-11-05,A,10,-0.5833333333333334,0.09918581647988323
2020-11-12,A,10,-0.43333333333333335,0.24395243588005167
2020-11-19,A,10,0.06666666666666667,0.8646897846262037
2020-11-26,A,10,0.5666666666666667,0.11163298761149111
2020-12-03,A,10,0.08333333333333334,0.831214097710308
2020-12-10,A,10,-0.7166666666666667,0.02981803569584528
2020-12-17,A,10,-0.6833333333333333,0.04244227208707231
2020-12-24,A,10,-0.5499999999999999,0.12497678418833198
2020-12-31,A,10,0.18333333333333335,0.6368198117628943
2021-01-07,A,10,0.9500000000000001,8.762523965086177e-05
2021-01-14,A,10,0.15,0.7000942309691419
2021-01-21,A,10,0.45,0.2242161074923366
2021-01-28,A,10,-0.5499999999999999,0.12497678418833198
2021-02-04,A,10,0.26666666666666666,0.4879222748387009
2021-02-18,A,10,0.5833333333333334,0.09918581647988323
2021-02-25,A,10,-0.5666666666666667,0.11163298761149111
2021-03-04,A,10,-0.21666666666666667,0.5755148957119259
2021-03-11,A,10,0.09999999999999999,0.797971695234851
2021-03-18,A,10,0.8833333333333333,0.0015905004234978686
2021-03-25,A,10,0.9166666666666666,0.0005066190663052084
2021-04-01,A,10,0.9333333333333332,0.00023589981215941676
2021-04-08,A,10,-0.15,0.7000942309691419
2021-04-15,A,10,-0.38333333333333336,0.30849527238037144
2021-04-22,A,10,-0.48333333333333334,0.18746985521554207
2021-04-29,A,10,0.09090909090909088,0.8027717312071619
2021-05-06,A,10,0.04242424242424241,0.907363817812816
2021-05-13,A,10,0.6242424242424242,0.053717767217167395
2021-05-20,A,10,-0.009090909090909092,0.9788365001441937
2021-05-27,A,10,0.06363636363636364,0.8525390725425217
2021-06-03,A,10,-0.21818181818181823,0.519248247554982
2021-06-10,A,10,-0.7000000000000001,0.01647097883651441
2021-06-17,A,10,-0.11818181818181818,0.72928477951978
2021-06-24,A,10,-0.5,0.11730680301423815
2021-07-01,A,10,-0.5,0.11730680301423815
2021-07-08,A,10,-0.43636363636363645,0.1796648765800112
2021-07-15,A,10,-0.6363636363636364,0.03528698122006228
2021-07-22,A,10,-0.7062937062937064,0.010245193941127854
2021-07-29,A,10,0.06993006993006995,0.8290236405313092
2021-08-05,A,10,0.37762237762237766,0.22620604493502663
2021-08-12,A,10,-0.6153846153846154,0.03316990109010588
2021-08-19,A,10,-0.5594405594405596,0.05858947538856762
2021-08-26,A,10,-0.20979020979020982,0.5128409431818262
2021-09-02,A,10,0.44755244755244755,0.14458630130334754
2021-09-09,A,10,0.5454545454545455,0.06661188226688902
2021-09-16,A,10,0.7482517482517484,0.005124081698753058
2021-09-23,A,10,0.1398601398601399,0.6646331617926677
2021-09-30,A,10,0.3916083916083916,0.2080634636953532
2021-10-14,A,10,0.013986013986013986,0.9655902689187795
2021-10-21,A,10,-0.17482517482517487,0.5868236643627043
2021-10-28,A,10,0.22377622377622378,0.48445166145539886
2021-11-04,A,10,0.4125874125874127,0.18256397857316675
2021-11-11,A,10,0.1328671328671329,0.6805975082860818
2021-11-18,A,10,0.44755244755244755,0.14458630130334754
2021-11-25,A,10,0.2937062937062937,0.35414764123292175
2021-12-02,A,10,0.32867132867132864,0.2969041156887642
2021-12-09,A,10,-0.1328671328671329,0.6805975082860818
2021-12-16,A,10,-0.6713286713286714,0.016831456186893395
2021-12-23,A,10,-0.8461538461538463,0.000521133700481005
2021-12-30,A,10,-0.1398601398601399,0.6646331617926677
2022-01-06,A,10,-0.18881118881118883,0.5567370561768314
2022-01-13,A,10,0.013986013986013986,0.9655902689187795
2022-01-20,A,10,-0.07692307692307693,0.8121826980280591
2022-01-27,A,10,0.11188811188811189,0.729194990751066
2022-02-10,A,10,0.07692307692307693,0.8121826980280591
2022-02-17,A,10,-0.006993006993006993,0.9827917689028476
2022-02-24,A,10,-0.4685314685314686,0.124454791188834
2022-03-03,A,10,0.1188811188811189,0.712884219214772
2022-03-10,A,10,0.27272727272727276,0.3910967709418962
2022-03-17,A,10,0.3216783216783217,0.30790987618065263
2022-03-24,A,10,0.32867132867132864,0.2969041156887642
2022-03-31,A,10,-0.16083916083916086,0.6175234895401425
2022-04-07,A,10,-0.2657342657342658,0.40383308831471165
2022-04-14,A,10,-0.16783216783216784,0.602099427786538
2022-04-21,A,10,0.4685314685314686,0.124454791188834
2022-04-28,A,10,0.5944055944055945,0.04152149441031855
2022-05-05,A,10,0.6293706293706295,0.02831967129576002
2022-05-12,A,10,-0.32867132867132864,0.2969041156887642
2022-05-19,A,10,-0.6503496503496504,0.022034190932365288
2022-05-26,A,10,-0.4825174825174825,0.11210929146889191
2022-06-02,A,10,0.16783216783216784,0.602099427786538
2022-06-09,A,10,-0.3846153846153847,0.21702022575997748
2022-06-16,A,10,0.2377622377622378,0.4568008526399232
2022-06-23,A,10,-0.027972027972027972,0.9312343512018808
2022-06-30,A,10,-0.4895104895104896,0.106252371759346
2022-07-07,A,10,0.6293706293706295,0.02831967129576002
2022-07-14,A,10,0.4055944055944056,0.19083587400450033
2022-07-21,A,10,-0.41958041958041964,0.1745190081300594
2022-07-28,A,10,-0.034965034965034975,0.9140933424107598
2022-08-04,A,10,-0.07692307692307693,0.8121826980280591
2022-08-11,A,10,0.7412587412587414,0.005801150474478243
2022-08-18,A,10,0.6527472527472528,0.01138457399795419
2022-08-25,A,10,0.12087912087912088,0.6806070200628929
2022-09-01,A,10,0.27722789052875135,0.33727080641669405
2022-09-08,A,10,-0.1032967032967033,0.725282211088945
2022-09-15,A,10,0.21318681318681318,0.4643028200397442
2022-09-22,A,10,-0.04615384615384615,0.8755025376321142
2022-09-29,A,10,0.21318681318681318,0.4643028200397442
2022-10-13,A,10,0.26153846153846155,0.3664111370667421
2022-10-20,A,10,-0.02857142857142857,0.9227613765698746
2022-10-27,A,10,0.5384615384615385,0.04697614585955518
2022-11-03,A,10,0.1252747252747253,0.6695823965448444
2022-11-10,A,10,0.2967032967032967,0.30296672383870205
2022-11-17,A,10,0.2923076923076923,0.3105263203858819
2022-11-24,A,10,-0.4065934065934066,0.14910193900151342
2022-12-01,A,10,-0.7406593406593407,0.002445197640446019
2022-12-08,A,10,-0.6791208791208792,0.0075622570311454805
2022-12-15,A,10,-0.08131868131868132,0.7822747512440957
2022-12-22,A,10,0.4681318681318682,0.09137636506833116
2022-12-29,A,10,-0.5252747252747253,0.05374750176788299
2023-01-05,A,10,0.4593406593406593,0.09846837616829027
2023-01-12,A,10,0.3450549450549451,0.22694868004170046
2023-01-19,A,10,0.2043956043956044,0.4833462230422234
2023-02-02,A,10,0.3318681318681319,0.24637718314961166
2023-02-09,A,10,0.35824175824175825,0.2084981247907672
2023-02-16,A,10,-0.4681318681318682,0.09137636506833116
2023-02-23,A,10,-0.26593406593406593,0.3581134003647861
2023-03-02,A,10,-0.4065934065934066,0.14910193900151342
2023-03-09,A,10,-0.6307692307692307,0.01557822427277127
2023-03-16,A,10,-0.2835164835164835,0.32596594744177265
2023-03-23,A,10,-0.5648351648351648,0.03533018486755279
2023-03-30,A,10,-0.5164835164835165,0.05863716344127844
2023-04-06,A,10,-0.07692307692307693,0.7938058883554533
2023-04-13,A,10,0.5780219780219781,0.030383014145236965
2023-04-20,A,10,0.1384615384615385,0.6368849912650183
2023-04-27,A,10,-0.0945054945054945,0.7479382611415478
