exclude_year,a_ret,b_ret,c_ret,diff_ba,diff_ca,diff_cb
2019,0.5265786541056006,0.5337859995059451,0.4891598665623762,0.007207345400344511,-0.03741878754322436,-0.044626132943568875
2020,0.5138754694506282,0.3932477987152072,0.3984144395474809,-0.12062767073542102,-0.11546102990314733,0.0051666408322736945
2021,0.6756608687629546,0.6543854494478543,0.6377000900744116,-0.021275419315100352,-0.03796077868854297,-0.01668535937344262
2022,0.6514305616234191,0.6758339198134475,0.6509202569553132,0.02440335819002848,-0.0005103046681058654,-0.024913662858134344
2023,0.6644681671365387,0.5804993276662298,0.5584425947366916,-0.08396883947030886,-0.10602557239984711,-0.022056732929538247
2024,0.38634738210307074,0.43566290029307586,0.421421587729647,0.049315518190005125,0.03507420562657626,-0.014241312563428865
