period,regime,a_return,d_return,d_minus_a,a_mdd,d_mdd,d_mdd_minus_a,a_sharpe,d_sharpe,d_sharpe_minus_a,verdict
研究期,弱牛,0.05042075402526258,0.07242207214724927,0.02200131812198669,-0.14303394679297346,-0.17442191392640852,-0.03138796713343506,0.4559516606186551,0.5802453880145194,0.1242937273958643,风险换收益
研究期,强牛,0.01370285916670877,0.022761499263549867,0.009058640096841097,-0.10963398461781182,-0.10468815293587065,0.004945831681941168,0.340197215095366,0.4614171791210401,0.12121996402567409,明确改善
研究期,未知,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,无优势
研究期,熊市,0.23295982121798997,0.20565926105721388,-0.02730056016077609,-0.1003541234566246,-0.13805492652780935,-0.037700803071184744,1.036161628351149,0.8504888869520254,-0.1856727413991236,全面劣势
研究期,震荡,0.0259448177905115,0.05290909156257939,0.026964273772067893,-0.15126119556495748,-0.15576301285177702,-0.004501817286819532,0.2914957604823299,0.4578604506440034,0.1663646901616735,风险换收益
验证期,弱牛,0.02591933112592293,0.02577697208054719,-0.0001423590453757395,-0.09581463191929207,-0.11484931259581153,-0.019034680676519464,0.501453689574202,0.48995355668021223,-0.011500132893989767,全面劣势
验证期,强牛,0.12039190159571067,0.11863749506634358,-0.0017544065293670918,-0.1310566621929897,-0.13686426444976973,-0.005807602256780037,1.5222817429420934,1.3760562286449007,-0.14622551429719266,全面劣势
验证期,熊市,0.12188223569813861,0.12048871261945937,-0.0013935230786792374,-0.17332565394909127,-0.19488203111694066,-0.02155637716784939,0.6563656252413652,0.6247781399111074,-0.03158748533025779,全面劣势
验证期,震荡,-0.01366752775142055,-0.012552089078927575,0.0011154386724929743,-0.0342338406499682,-0.036495803604522335,-0.0022619629545541364,-0.752279456212707,-0.5546776884760786,0.1976017677366284,风险换收益
