period,regime,total_return,cagr,max_drawdown,sharpe,calmar,volatility,monthly_win_rate,avg_industry_pct,avg_defense_pct,avg_cash_pct,avg_num_positions,num_trades,total_commission,days,scenario
分析期,震荡,0.6044827057104534,0.09186070995647766,-0.1324052310065279,0.31010566570154224,0.6937845979208231,0.17082186549315348,0.5238095238095238,0.5278240943064904,0.0,0.47217590569350965,2.574766355140187,424,33780.85712662476,214,B
分析期,弱牛,0.6356096928755812,0.10648390798616125,-0.14355780995177989,0.6294953130938327,0.7417493205136557,0.19228776121383673,0.38095238095238093,0.6483844055558285,0.0956212286692932,0.2559943657748782,3.694915254237288,463,36323.85554795775,236,C
分析期,强牛,0.66022201809677,0.1074664838324213,-0.11310152225368567,1.0512968513555807,0.9501771655325291,0.2262970094624696,0.7333333333333333,0.6783613637911567,0.13584446421209534,0.18579417199674808,4.103896103896104,476,37544.417767926105,154,C
分析期,未知,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,2,C
分析期,熊市,0.6373639484794393,0.10685440491309661,-0.15971872348723526,0.7678547509357524,0.6690161465110659,0.1354228480244519,0.4418604651162791,0.3744700674128586,0.1537197638974403,0.47181016868970105,2.664764621968616,465,36332.5138554418,701,C
分析期,震荡,0.6796765735220824,0.1011955944361922,-0.13162700958032122,0.2919576405524972,0.768805693898567,0.17043909581978814,0.5238095238095238,0.5279391819139302,0.13534649526349307,0.3367143228225768,3.364485981308411,522,40620.213045240744,214,C
分析期,弱牛,0.6985118197164768,0.1151046401472271,-0.17442191392640852,0.5530669204621134,0.6599207493835416,0.23360210537007314,0.38095238095238093,0.7887870561425612,0.0,0.21121294385743886,3.1440677966101696,376,39448.115577160344,236,D
分析期,强牛,0.726535278435378,0.1162344503967303,-0.13686426444976973,0.9628590145231499,0.8492680749355817,0.26532804327710585,0.7333333333333333,0.8201548482746076,0.0,0.17984515172539237,3.2857142857142856,387,40829.00004488819,154,D
分析期,未知,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,2,D
分析期,熊市,0.7042273242582155,0.1160132497143378,-0.19488203111694066,0.7339399566756066,0.5952998798782174,0.16582042139217626,0.3953488372093023,0.46200159754830067,0.0,0.5379984024516994,1.8430813124108416,377,39340.77477063518,701,D
分析期,震荡,0.7651615997709178,0.11140352526981379,-0.15576301285177702,0.3268918844488344,0.7152116746472065,0.20343901726078112,0.5238095238095238,0.6453632268317896,0.0,0.3546367731682106,2.574766355140187,424,44083.01924319276,214,D
观察期,弱牛,0.6372917502026623,0.7403827264392604,-0.08641143328004598,2.972236973075587,8.568110704052268,0.21690096370629514,0.7142857142857143,0.8930100174669809,0.06796752912295868,0.0390224534100603,4.810126582278481,82,10957.271910949363,79,A
观察期,强牛,0.4701252463625649,0.5655586238370445,-0.10299341282941056,1.6245348090780085,5.491211605676056,0.3369762585268411,0.4,0.9050863972589939,0.02362575084008694,0.07128785190091926,4.639344262295082,84,11376.007950949363,61,A
观察期,熊市,0.4606004540633388,0.34233812802604646,-0.07718599723681009,1.7358632036997055,4.435236186373777,0.10471615482182846,0.9,0.5687990260604928,0.1386658363629784,0.2925351375765286,3.528,146,17206.163193297543,125,A
观察期,震荡,0.6419247469091884,0.40557155204953776,-0.07777579014308755,1.302513006937989,5.214624644807721,0.18280801609869776,0.5,0.4884566119145403,0.16648195611207459,0.345061431973385,3.2413793103448274,162,19417.34328314564,87,A
观察期,弱牛,0.6129996999109815,0.7113900173477579,-0.0816363684584343,3.124562000921601,8.7141311008949,0.19716450822625567,0.7142857142857143,0.7768446988501531,0.0,0.22315530114984702,3.7341772151898733,59,7577.888478075947,79,B
观察期,强牛,0.4573967729898514,0.5498026888257392,-0.08764129127621924,1.7928839714124456,6.273329395534862,0.30580934223341333,0.4,0.7916119093154343,0.0,0.20838809068456568,3.6065573770491803,60,7842.785958075947,61,B
观察期,熊市,0.4251386819151375,0.3169419437128156,-0.07075012392782479,1.708586204793721,4.479736940618529,0.09125832865537319,0.6,0.4997040716092177,0.0,0.5002959283907823,2.448,105,11838.951773064116,125,B
观察期,震荡,0.6046124134503885,0.38356306397389606,-0.0628988731518699,1.2669677425302461,6.098091185954629,0.17287132264035276,0.5,0.4462440172457871,0.0,0.5537559827542129,2.1264367816091956,118,13530.277188127404,87,B
观察期,弱牛,0.6790671544673434,0.7903662420044357,-0.10062792096864583,2.796943089205154,7.854343351192779,0.2255983733350486,0.7142857142857143,0.7749637045109514,0.14817301441823721,0.07686328107081135,4.658227848101266,79,9571.35147117721,79,C
观察期,强牛,0.5214243118144528,0.6292833801575226,-0.07995494673236106,2.1143452362460473,7.870474634470937,0.30481923397023303,0.4,0.7909343514627791,0.09086156289161315,0.11820408564560779,4.360655737704918,78,9749.17182117721,61,C
观察期,熊市,0.5112266714353191,0.37835790068530795,-0.06222839358030769,1.8458894833283737,6.08014893068106,0.09983768669278738,0.8,0.49931832477132543,0.14252552790484857,0.358156147323826,3.208,135,14801.745998320319,125,C
观察期,震荡,0.7018943932700199,0.4406189584423641,-0.07485666422756145,1.5024721979735693,5.886168759843466,0.1844042984898891,0.6,0.4441375081693968,0.15479532515276734,0.4010671666778359,3.0229885057471266,150,16781.238184320315,87,C
观察期,弱牛,0.7661260352105213,0.895022536873219,-0.09388892057128614,3.229947524272863,9.532781199605589,0.23419708334115638,0.7142857142857143,0.9336610864032323,0.0,0.066338913596768,3.7341772151898733,59,10509.522165284807,79,D
观察期,强牛,0.5631164568868061,0.681333762422867,-0.09804552501799219,1.7825338248295837,6.949157162428744,0.3546025218147022,0.4,0.9090454735475917,0.0,0.09095452645240815,3.6065573770491803,60,10905.348465284807,61,D
观察期,熊市,0.5182254202445802,0.3833160705013592,-0.08691072464813465,1.730820767178234,4.410457651265093,0.11146811403537993,0.6,0.6131170102952627,0.0,0.38688298970473756,2.448,105,16253.571041832918,125,D
观察期,震荡,0.7552566221005073,0.4714805735757084,-0.07466926702086243,1.2137567871659076,6.314252066301624,0.20966335631109276,0.5,0.5421900824090597,0.0,0.4578099175909402,2.1264367816091956,118,18634.03556193418,87,D
