date,scenario,industry_pct,defense_pct,cash_pct,num_industry,num_defense,num_positions,top1_weight,top2_weight,top3_weight,top4_weight,top5_weight,weight_order_top4,score_rank_1_weight,score_rank_2_weight,score_rank_3_weight,score_rank_4_weight,score_rank_1_4_weight,full_position,cash_gt_10pct,cash_gt_20pct
2021-01-07,D,0.9999514996841598,0.0,4.850031584016106e-05,4,0,4,0.26182997889678156,0.25161847106194785,0.24426140831812693,0.24224164140730342,0.0,0.9999514996841598,0.25161847106194785,0.26182997889678156,0.24224164140730342,0.24426140831812693,0.9999514996841598,True,False,False
2021-01-08,D,0.9999507058137201,0.0,4.929418627985205e-05,4,0,4,0.2591404358336814,0.2486233646774979,0.247604527593426,0.24458237770911487,0.0,0.9999507058137201,0.2486233646774979,0.247604527593426,0.2591404358336814,0.24458237770911487,0.9999507058137201,True,False,False
2021-01-11,D,0.9999491352132035,0.0,5.0864786796419974e-05,4,0,4,0.259157852059032,0.248103554489699,0.2471074139026098,0.2455803147618627,0.0,0.9999491352132035,0.248103554489699,0.2455803147618627,0.259157852059032,0.2471074139026098,0.9999491352132035,True,False,False
2021-01-12,D,0.9999504791772308,0.0,4.952082276915544e-05,4,0,4,0.25830342772153053,0.2511957218634588,0.24609540808123614,0.24435592151100533,0.0,0.9999504791772308,0.2511957218634588,0.24435592151100533,0.25830342772153053,0.24609540808123614,0.9999504791772308,True,False,False
2021-01-13,D,0.999949476682649,0.0,5.0523317351090045e-05,4,0,4,0.2594405230293707,0.2522708176744761,0.24632058477094795,0.24191755120785424,0.0,0.999949476682649,0.2522708176744761,0.0,0.24191755120785424,0.24632058477094795,0.7405089536532783,True,False,False
2021-01-14,D,0.999947889184211,0.0,5.211081578897567e-05,4,0,4,0.26133437724856845,0.24956288440660057,0.24553313852253844,0.2435174890065035,0.0,0.999947889184211,0.24553313852253844,0.2435174890065035,0.0,0.26133437724856845,0.7503850047776104,True,False,False
2021-01-15,D,0.9999476306002789,0.0,5.2369399721132665e-05,4,0,4,0.2577071391881655,0.25014385534471917,0.24704554630890044,0.2450510897584938,0.0,0.9999476306002789,0.2450510897584938,0.0,0.24704554630890044,0.2577071391881655,0.7498037752555597,True,False,False
2021-01-18,D,0.9999481471310702,0.0,5.185286892988025e-05,4,0,4,0.2549239580154275,0.24874311692959558,0.2484089216863795,0.24787215049966757,0.0,0.9999481471310702,0.24787215049966757,0.0,0.24874311692959558,0.0,0.49661526742926315,True,False,False
2021-01-19,D,0.9999468439423602,0.0,5.315605763982125e-05,4,0,4,0.25593694111016124,0.24923036412070074,0.2487320824998331,0.2460474562116651,0.0,0.9999468439423602,0.0,0.2487320824998331,0.2460474562116651,0.0,0.4947795387114982,True,False,False
2021-01-20,D,0.9999480681937992,0.0,5.193180620069609e-05,4,0,4,0.2534319772447713,0.25173447754875283,0.24750006171924258,0.2472815516810325,0.0,0.9999480681937992,0.0,0.0,0.0,0.0,0.0,True,False,False
2021-01-21,D,0.9999594145188639,0.0,4.0585481136130596e-05,4,0,4,0.25202102109839797,0.25033628628599497,0.24975689781915877,0.24784520931531223,0.0,0.9999594145188639,0.24784520931531223,0.25033628628599497,0.24975689781915877,0.25202102109839797,0.9999594145188639,True,False,False
2021-01-22,D,0.999958509632408,0.0,4.1490367592082e-05,4,0,4,0.2526812734459569,0.2509120123545988,0.24955927488264645,0.24680594894920577,0.0,0.999958509632408,0.2509120123545988,0.2526812734459569,0.24680594894920577,0.0,0.7503992347497614,True,False,False
2021-01-25,D,0.9999582953870465,0.0,4.170461295354949e-05,4,0,4,0.25304625178610746,0.25225235998359413,0.2475211466098161,0.2471385370075288,0.0,0.9999582953870465,0.25225235998359413,0.25304625178610746,0.0,0.0,0.5052986117697016,True,False,False
2021-01-26,D,0.9999575325040784,0.0,4.246749592173576e-05,4,0,4,0.25596723697882984,0.24874598928349304,0.24764599776280435,0.2475983084789511,0.0,0.9999575325040784,0.0,0.25596723697882984,0.0,0.24874598928349304,0.5047132262623228,True,False,False
2021-01-27,D,0.9999575886523607,0.0,4.2411347639325676e-05,4,0,4,0.2596796424647126,0.2475543393284763,0.24749133114771138,0.24523227571146047,0.0,0.9999575886523607,0.0,0.0,0.2596796424647126,0.24523227571146047,0.5049119181761731,True,False,False
2021-01-28,D,0.7585258736670251,0.0,0.24147412633297494,3,0,3,0.2616978596066796,0.24939828255575933,0.24742973150458622,0.0,0.0,0.7585258736670251,0.24939828255575933,0.24742973150458622,0.2616978596066796,0.0,0.7585258736670251,False,True,True
2021-01-29,D,0.7578324787803175,0.0,0.24216752121968255,3,0,3,0.26397392900556804,0.24731202912419753,0.24654652065055185,0.0,0.0,0.7578324787803175,0.26397392900556804,0.24731202912419753,0.0,0.24654652065055185,0.7578324787803175,False,True,True
2021-02-01,D,0.761466096216997,0.0,0.238533903783003,3,0,3,0.2664490842022049,0.24865543763738046,0.2463615743774116,0.0,0.0,0.761466096216997,0.2664490842022049,0.2463615743774116,0.24865543763738046,0.0,0.761466096216997,False,True,True
2021-02-02,D,0.7634512375062582,0.0,0.2365487624937418,3,0,3,0.26018943478073137,0.25187894495707774,0.2513828577684491,0.0,0.0,0.7634512375062582,0.26018943478073137,0.25187894495707774,0.0,0.2513828577684491,0.7634512375062582,False,True,True
2021-02-03,D,0.7650685947368439,0.0,0.23493140526315634,3,0,3,0.262424991961103,0.251393639591382,0.25124996318435877,0.0,0.0,0.7650685947368439,0.262424991961103,0.251393639591382,0.0,0.25124996318435877,0.7650685947368439,False,True,True
2021-02-04,D,0.26413547922052794,0.0,0.7358645207794722,1,0,1,0.26413547922052794,0.0,0.0,0.0,0.0,0.26413547922052794,0.26413547922052794,0.0,0.0,0.0,0.26413547922052794,False,True,True
2021-02-05,D,0.2703227552627429,0.0,0.7296772447372571,1,0,1,0.2703227552627429,0.0,0.0,0.0,0.0,0.2703227552627429,0.2703227552627429,0.0,0.0,0.0,0.2703227552627429,False,True,True
2021-02-08,D,0.27093576506911854,0.0,0.7290642349308816,1,0,1,0.27093576506911854,0.0,0.0,0.0,0.0,0.27093576506911854,0.27093576506911854,0.0,0.0,0.0,0.27093576506911854,False,True,True
2021-02-09,D,0.2713948469169903,0.0,0.7286051530830095,1,0,1,0.2713948469169903,0.0,0.0,0.0,0.0,0.2713948469169903,0.2713948469169903,0.0,0.0,0.0,0.2713948469169903,False,True,True
2021-02-10,D,0.26940130525268774,0.0,0.7305986947473124,1,0,1,0.26940130525268774,0.0,0.0,0.0,0.0,0.26940130525268774,0.26940130525268774,0.0,0.0,0.0,0.26940130525268774,False,True,True
2021-02-18,D,0.7657211042371181,0.0,0.23427889576288194,3,0,3,0.28072313203796967,0.24482347452562853,0.24017449767351992,0.0,0.0,0.7657211042371181,0.24017449767351992,0.24482347452562853,0.28072313203796967,0.0,0.7657211042371181,False,True,True
2021-02-19,D,0.7663500644016237,0.0,0.2336499355983763,3,0,3,0.2778241246590194,0.24913725420744826,0.23938868553515597,0.0,0.0,0.7663500644016237,0.0,0.2778241246590194,0.23938868553515597,0.24913725420744826,0.7663500644016237,False,True,True
2021-02-22,D,0.7593295298196423,0.0,0.24067047018035764,3,0,3,0.28153134492712106,0.24414481820338002,0.23365336668914127,0.0,0.0,0.7593295298196423,0.24414481820338002,0.0,0.23365336668914127,0.28153134492712106,0.7593295298196423,False,True,True
2021-02-23,D,0.5259821957153793,0.0,0.47401780428462076,2,0,2,0.28460520448354387,0.24137699123183542,0.0,0.0,0.0,0.5259821957153793,0.0,0.24137699123183542,0.28460520448354387,0.0,0.5259821957153793,False,True,True
2021-02-24,D,0.28140606324171685,0.0,0.7185939367582831,1,0,1,0.28140606324171685,0.0,0.0,0.0,0.0,0.28140606324171685,0.0,0.0,0.28140606324171685,0.0,0.28140606324171685,False,True,True
2021-02-25,D,0.5292273829292193,0.0,0.47077261707078066,2,0,2,0.28749138638001565,0.2417359965492037,0.0,0.0,0.0,0.5292273829292193,0.2417359965492037,0.28749138638001565,0.0,0.0,0.5292273829292193,False,True,True
2021-02-26,D,0.2833946682880049,0.0,0.7166053317119951,1,0,1,0.2833946682880049,0.0,0.0,0.0,0.0,0.2833946682880049,0.0,0.2833946682880049,0.0,0.0,0.2833946682880049,False,True,True
2021-03-01,D,0.28355840677805216,0.0,0.7164415932219479,1,0,1,0.28355840677805216,0.0,0.0,0.0,0.0,0.28355840677805216,0.0,0.28355840677805216,0.0,0.0,0.28355840677805216,False,True,True
2021-03-02,D,0.28191764700407085,0.0,0.718082352995929,1,0,1,0.28191764700407085,0.0,0.0,0.0,0.0,0.28191764700407085,0.0,0.28191764700407085,0.0,0.0,0.28191764700407085,False,True,True
2021-03-03,D,0.2911706090666999,0.0,0.7088293909333001,1,0,1,0.2911706090666999,0.0,0.0,0.0,0.0,0.2911706090666999,0.0,0.2911706090666999,0.0,0.0,0.2911706090666999,False,True,True
2021-03-04,D,0.24742920197580265,0.0,0.7525707980241971,1,0,1,0.24742920197580265,0.0,0.0,0.0,0.0,0.24742920197580265,0.24742920197580265,0.0,0.0,0.0,0.24742920197580265,False,True,True
2021-03-05,D,0.24100454588714634,0.0,0.7589954541128535,1,0,1,0.24100454588714634,0.0,0.0,0.0,0.0,0.24100454588714634,0.24100454588714634,0.0,0.0,0.0,0.24100454588714634,False,True,True
2021-03-08,D,0.23548199696184133,0.0,0.7645180030381586,1,0,1,0.23548199696184133,0.0,0.0,0.0,0.0,0.23548199696184133,0.0,0.0,0.23548199696184133,0.0,0.23548199696184133,False,True,True
2021-03-09,D,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True
2021-03-10,D,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True
2021-03-11,D,0.0,0.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,True,True
