date,159530.SZ,159697.SZ,159865.SZ,159928.SZ,159996.SZ,511010.SH,512000.SH,512010.SH,512400.SH,512480.SH,512660.SH,512800.SH,512980.SH,515230.SH,515880.SH,516110.SH,516160.SH,518880.SH,000300.SH,status
2020-12-04,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-07,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-08,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-09,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-10,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-11,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-14,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-15,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-16,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-17,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-18,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-21,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-22,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-23,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-24,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-25,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-28,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-29,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-30,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2020-12-31,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-04,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-05,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-06,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-07,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-08,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-11,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-12,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-13,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-14,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-15,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-18,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-19,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-20,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-21,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-22,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-25,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-26,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-27,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-28,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-01-29,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-02-01,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-02-02,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-02-03,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,MISSING,OK,OK,FAIL
2021-02-04,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,OK,OK,OK,FAIL
2021-02-05,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,OK,OK,OK,FAIL
2021-02-08,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,OK,OK,OK,FAIL
2021-02-09,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,OK,OK,OK,FAIL
2021-02-10,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,OK,OK,OK,FAIL
2021-02-18,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,OK,OK,OK,FAIL
2021-02-19,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,OK,OK,OK,FAIL
2021-02-22,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,OK,OK,OK,FAIL
2021-02-23,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,OK,OK,OK,FAIL
2021-02-24,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,OK,OK,OK,FAIL
2021-02-25,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,OK,OK,OK,FAIL
2021-02-26,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,OK,OK,OK,FAIL
2021-03-01,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,MISSING,OK,OK,OK,FAIL
2021-03-02,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-03,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-04,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-05,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-08,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-09,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-10,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-11,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-12,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-15,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-16,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-17,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-18,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-19,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-22,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-23,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-24,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-25,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-26,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-29,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-30,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-03-31,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-01,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-02,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-06,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-07,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-08,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-09,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-12,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-13,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-14,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-15,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-16,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-19,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-20,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-21,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-22,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-23,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-26,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-27,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-28,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-29,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-04-30,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-05-06,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,MISSING,OK,OK,OK,FAIL
2021-05-07,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-05-10,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-05-11,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-05-12,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-05-13,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-05-14,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-05-17,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-05-18,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-05-19,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-05-20,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-05-21,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-05-24,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-05-25,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-05-26,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-05-27,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-05-28,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-05-31,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-01,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-02,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-03,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-04,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-07,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-08,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-09,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-10,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-11,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-15,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-16,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-17,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-18,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-21,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-22,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-23,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-24,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-25,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-28,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-29,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-06-30,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-01,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-02,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-05,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-06,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-07,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-08,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-09,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-12,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-13,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-14,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-15,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-16,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-19,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-20,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-21,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-22,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-23,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-26,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-27,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-28,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-29,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-07-30,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-08-02,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-08-03,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-08-04,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-08-05,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-08-06,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-08-09,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-08-10,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-08-11,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-08-12,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-08-13,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-08-16,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-08-17,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-08-18,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-08-19,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
2021-08-20,MISSING,MISSING,MISSING,OK,MISSING,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,OK,FAIL
