year,a_ret,c_ret,diff_ca
2019,0.12222898928491199,0.11236920808422779,-0.009859781200684203
2020,0.13164580220230437,0.1845526866948215,0.052906884492517126
2021,0.022385168739773365,0.011476760316681656,-0.010908408423091709
2022,0.037385924586945674,0.003377101044099051,-0.03400882354284662
2023,0.029260188861460756,0.06291729132228774,0.03365710246082698
2024,0.23574426018822892,0.16537950160488735,-0.07036475858334157
