gold_pnl_a,gold_pnl_c,gold_diff,gold_buy_a,gold_buy_c,gold_sell_a,gold_sell_c,gold_comm_a,gold_comm_c,gold_final_position_mv_a,gold_final_position_mv_c,gold_buy_shares_a,gold_buy_shares_c,gold_sell_shares_a,gold_sell_shares_c,bond_pnl_a,bond_pnl_c,bond_diff,bond_buy_a,bond_buy_c,bond_sell_a,bond_sell_c,bond_comm_a,bond_comm_c,bond_final_position_mv_a,bond_final_position_mv_c,bond_buy_shares_a,bond_buy_shares_c,bond_sell_shares_a,bond_sell_shares_c
50857.81785999963,11210.534250001863,-39647.28360999777,9126461.6,4921037.199999999,9182812.2,4935219.200000001,5492.782139999999,2971.4657499999994,0.0,0.0,2178300,1182100,2178300,1182100,29669.85714,25438.38313999888,-4231.474000001119,9094305.7,7238758.800000001,8810707.7,7060686.1,5374.142859999999,4298.91686,318642.0,207810.0,73300,58700,71000,57200
