date,year,ret_a,ret_c,diff_ret,ind_pct_a,def_pct_a,ind_pct_c,def_pct_c,n_ind_a,n_ind_c,n_def_a,n_def_c,has_5th_a,has_5th_c,has_def_c,regime_name
2019-10-14,2019,0.0036033205068792817,0.0036033205068792817,0.0,0.20652678235690541,0.20076403162873707,0.20652678235690541,0.20076403162873707,1,1,1,1,False,False,True,震荡
2019-10-15,2019,0.0007851224655581746,0.0007851224655581746,0.0,0.2070972000044561,0.20065859820910553,0.2070972000044561,0.20065859820910553,1,1,1,1,False,False,True,震荡
2019-10-16,2019,-0.0011177502199662959,-0.0011177502199662959,0.0,0.20622905368861266,0.2008640226806411,0.20622905368861266,0.2008640226806411,1,1,1,1,False,False,True,震荡
2019-10-17,2019,-0.0005181425262634765,-0.0005181425262634765,0.0,0.20578573588650506,0.0,0.20578573588650506,0.0,1,1,0,0,False,False,False,震荡
2019-10-18,2019,-0.002751146201690924,-0.002751146201690924,0.0,0.20359470849377118,0.0,0.20359470849377118,0.0,1,1,0,0,False,False,False,震荡
2019-10-21,2019,0.002390904435789709,0.002390904435789709,0.0,0.2054942957064269,0.0,0.2054942957064269,0.0,1,1,0,0,False,False,False,震荡
2019-10-22,2019,-0.0007339081989503615,-0.0007339081989503615,0.0,0.20491077320398413,0.0,0.20491077320398413,0.0,1,1,0,0,False,False,False,震荡
2019-10-23,2019,-0.00036722360789565034,-0.00036722360789565034,0.0,0.20461869040982375,0.0,0.20461869040982375,0.0,1,1,0,0,False,False,False,震荡
2019-10-24,2019,0.0011172469578950572,0.0011172469578950572,0.0,0.4053110441403871,0.0,0.4053110441403871,0.0,2,2,0,0,False,False,False,震荡
2019-10-25,2019,0.004286545010292908,0.004286545010292908,0.0,0.40784932466309404,0.0,0.40784932466309404,0.0,2,2,0,0,False,False,False,震荡
2019-10-28,2019,0.0025530915842477686,0.0025530915842477686,0.0,0.40935728959632306,0.0,0.40935728959632306,0.0,2,2,0,0,False,False,False,震荡
2019-10-29,2019,-0.0004021164592817872,-0.0004021164592817872,0.0,0.40911968689695866,0.0,0.40911968689695866,0.0,2,2,0,0,False,False,False,震荡
2019-10-30,2019,-0.0014568688530166574,-0.0014568688530166574,0.0,0.4082575958192986,0.0,0.4082575958192986,0.0,2,2,0,0,False,False,False,震荡
2019-10-31,2019,-0.0007196051222321254,-0.0007196051222321254,0.0,0.20187981420868015,0.0,0.20187981420868015,0.0,1,1,0,0,False,False,False,震荡
2019-11-01,2019,0.004202023282172673,0.004202023282172673,0.0,0.20521950037233255,0.0,0.20521950037233255,0.0,1,1,0,0,False,False,False,震荡
2019-11-04,2019,0.0009096609059042748,0.0009096609059042748,0.0,0.20594182405200614,0.0,0.20594182405200614,0.0,1,1,0,0,False,False,False,震荡
2019-11-05,2019,0.002181202019968742,0.002181202019968742,0.0,0.20767005572693628,0.0,0.20767005572693628,0.0,1,1,0,0,False,False,False,震荡
2019-11-06,2019,0.001088227366252914,0.001088227366252914,0.0,0.2085313535675154,0.0,0.2085313535675154,0.0,1,1,0,0,False,False,False,震荡
2019-11-07,2019,0.0023541246118230497,0.0023541246118230497,0.0,0.8088138911781075,0.0,0.8088138911781075,0.0,4,4,0,0,False,False,False,震荡
2019-11-08,2019,-0.0005629019826038917,-0.0005629019826038917,0.0,0.8087062115253154,0.0,0.8087062115253154,0.0,4,4,0,0,False,False,False,震荡
2019-11-11,2019,-0.015144177321646413,-0.015144177321646413,0.0,0.8057646773570839,0.0,0.8057646773570839,0.0,4,4,0,0,False,False,False,震荡
2019-11-12,2019,0.0008766221976455046,0.0008766221976455046,0.0,0.8059347992198783,0.0,0.8059347992198783,0.0,4,4,0,0,False,False,False,震荡
2019-11-13,2019,0.010761585938634965,0.010761585938634965,0.0,0.8080010128205409,0.0,0.8080010128205409,0.0,4,4,0,0,False,False,False,震荡
2019-11-14,2019,0.0022906757879705975,0.0022906757879705975,0.0,0.4037111936955611,0.0,0.4037111936955611,0.0,2,2,0,0,False,False,False,震荡
2019-11-15,2019,-0.004603335074855774,-0.004603335074855774,0.0,0.40095358230954,0.0,0.40095358230954,0.0,2,2,0,0,False,False,False,震荡
2019-11-18,2019,0.002376951541753769,0.002376951541753769,0.0,0.4023741100899536,0.0,0.4023741100899536,0.0,2,2,0,0,False,False,False,震荡
2019-11-19,2019,0.0059335913924858374,0.0059335913924858374,0.0,0.40589926112043884,0.0,0.40589926112043884,0.0,2,2,0,0,False,False,False,震荡
2019-11-20,2019,-0.001248878246037588,-0.001248878246037588,0.0,0.40515637385595354,0.0,0.40515637385595354,0.0,2,2,0,0,False,False,False,震荡
2019-11-21,2019,-0.0021925176203709817,-0.0021925176203709817,0.0,0.8041304196790996,0.17699527735827633,0.8041304196790996,0.17699527735827633,4,4,1,1,False,False,True,震荡
2019-11-22,2019,-0.016360012086350628,-0.016360012086350628,0.0,0.8009192196958974,0.17989255778921925,0.8009192196958974,0.17989255778921925,4,4,1,1,False,False,True,震荡
2019-11-25,2019,-0.01318546747342264,-0.01318546747342264,0.0,0.7984210432341803,0.18213434799444794,0.7984210432341803,0.18213434799444794,4,4,1,1,False,False,True,震荡
2019-11-26,2019,0.004275406313395624,0.004275406313395624,0.0,0.7992948548764733,0.18134331603846413,0.7992948548764733,0.18134331603846413,4,4,1,1,False,False,True,震荡
2019-11-27,2019,0.00658759840521439,0.00658759840521439,0.0,0.8005477363867692,0.18021714774677425,0.8005477363867692,0.18021714774677425,4,4,1,1,False,False,True,震荡
2019-11-28,2019,-0.002583830093921713,-0.002583830093921713,0.0,0.19801581891672923,0.18067932854907098,0.19801581891672923,0.18067932854907098,1,1,1,1,False,False,True,震荡
2019-11-29,2019,-0.0009782439864761683,-0.0009782439864761683,0.0,0.19695124199012665,0.18113552259301707,0.19695124199012665,0.18113552259301707,1,1,1,1,False,False,True,震荡
2019-12-02,2019,0.0005626874704778295,0.0005626874704778295,0.0,0.1971549239820862,0.1812815865886658,0.1971549239820862,0.1812815865886658,1,1,1,1,False,False,True,熊市
2019-12-03,2019,0.0017063084856072663,0.0017063084856072663,0.0,0.19838862012134248,0.18110666291332683,0.19838862012134248,0.18110666291332683,1,1,1,1,False,False,True,熊市
2019-12-04,2019,0.0037372962206398963,0.0037372962206398963,0.0,0.20140279076653098,0.18040286764457944,0.20140279076653098,0.18040286764457944,1,1,1,1,False,False,True,熊市
2019-12-05,2019,0.0038831517884161393,0.0038831517884161393,0.0,0.4038174099334142,0.17967414861156283,0.4038174099334142,0.17967414861156283,2,2,1,1,False,False,True,熊市
2019-12-06,2019,0.0034383702450715425,0.0034383702450715425,0.0,0.4058926130119031,0.17902614851273507,0.4058926130119031,0.17902614851273507,2,2,1,1,False,False,True,熊市
