date,ticker,action,price,shares,amount,commission,pnl_pct,reason
2019-08-15,512400.SH,BUY,0.63629040973111,314300,199986.07577848787,59.995822733546355,0.0,行业买入
2019-08-22,512010.SH,BUY,0.4315285,465000,200660.7525,60.19822575,0.0,行业买入
2019-08-22,512480.SH,BUY,0.5631752,356300,200659.32376,60.197797128,0.0,行业买入
2019-08-22,159928.SZ,BUY,0.725,276700,200607.5,60.182249999999996,0.0,行业买入
2019-09-12,159928.SZ,SELL,0.739,276700,204481.3,61.34438999999999,0.019310344827586225,调出候选列表
2019-09-12,512000.SH,BUY,0.4875,433500,211331.25,63.39937499999999,0.0,行业买入
2019-09-19,512400.SH,SELL,0.65782639282971,314300,206754.83526637786,62.02645057991335,0.033846153846167425,调出候选列表
2019-09-19,512980.SH,BUY,0.785,265100,208103.5,62.43104999999999,0.0,行业买入
2019-09-26,512000.SH,SELL,0.463,433500,200710.5,60.21314999999999,-0.050256410256410186,调出候选列表
2019-09-26,512980.SH,SELL,0.771,265100,204392.1,61.317629999999994,-0.017834394904458616,调出候选列表
2019-10-10,512010.SH,SELL,0.448175,465000,208401.375,62.52041249999999,0.03857566765578637,调出候选列表
2019-10-10,512480.SH,SELL,0.6130768,356300,218439.26384,65.531779152,0.08860759493670885,调出候选列表
2019-10-10,512800.SH,BUY,0.54180472706809,376900,204206.20163196314,61.26186048958893,0.0,行业买入
2019-10-24,512010.SH,BUY,0.4653337,441300,205351.76181,61.60552854299999,0.0,行业买入
2019-10-31,512010.SH,SELL,0.4819802,441300,212697.86226000002,63.809358678,0.035773252614199245,调出候选列表
2019-11-07,159928.SZ,BUY,0.76625,271600,208113.5,62.43404999999999,0.0,行业买入
2019-11-07,512010.SH,BUY,0.4965779,419100,208115.79789000002,62.434739367,0.0,行业买入
2019-11-07,512480.SH,BUY,0.6151136,338300,208092.93088,62.427879264,0.0,行业买入
2019-11-14,512800.SH,SELL,0.55731344963421,376900,210051.43916713377,63.015431750140124,0.02862419205909031,调出候选列表
2019-11-14,512480.SH,SELL,0.6252976,338300,211538.17808,63.461453424,0.01655629139072843,调出候选列表
2019-11-21,512480.SH,BUY,0.6405736,325400,208442.64943999998,62.532794831999986,0.0,行业买入
2019-11-21,512980.SH,BUY,0.764,272800,208419.2,62.52576,0.0,行业买入
2019-11-28,159928.SZ,SELL,0.751,271600,203971.6,61.19148,-0.019902120717781385,调出候选列表
2019-11-28,512010.SH,SELL,0.4873583,419100,204251.86353,61.275559058999995,-0.018566271273852488,调出候选列表
2019-11-28,512480.SH,SELL,0.633954,325400,206288.6316,61.88658947999999,-0.010333863275039665,调出候选列表
2019-11-28,512980.SH,SELL,0.748,272800,204054.4,61.216319999999996,-0.02094240837696337,调出候选列表
2019-11-28,512400.SH,BUY,0.62454350985915,327400,204475.5451278857,61.342663538365706,0.0,行业买入
2019-12-05,512480.SH,BUY,0.6690888,306200,204874.99056,61.462497168,0.0,行业买入
2019-12-12,512980.SH,BUY,0.777,267900,208158.30000000002,62.44749,0.0,行业买入
2019-12-12,515880.SH,BUY,0.34988924050633,595000,208184.09810126637,62.45522943037991,0.0,行业买入
2019-12-26,515880.SH,SELL,0.35522088607595,595000,211356.42721519023,63.406928164557065,0.015238095238094355,调出候选列表
2019-12-26,512000.SH,BUY,0.4695,461300,216580.34999999998,64.97410499999998,0.0,行业买入
2020-01-23,512400.SH,SELL,0.72243434212548,327400,236525.00361188213,70.95750108356464,0.1567398119122346,调出候选列表
2020-01-23,512000.SH,SELL,0.488,461300,225114.4,67.53432,0.03940362087326947,调出候选列表
2020-01-23,512010.SH,BUY,0.5065658,464700,235401.12725999998,70.62033817799998,0.0,行业买入
2020-01-23,512660.SH,BUY,0.796,295700,235377.2,70.61316,0.0,行业买入
2020-02-03,512660.SH,STOP_LOSS,0.711,295700,210242.69999999998,63.07280999999999,-0.10678391959799004,"固定止损: 成本盈亏-10.68%, 高点回撤-10.68%"
2020-02-06,512980.SH,SELL,0.849,267900,227447.1,68.23413,0.0926640926640926,调出候选列表
2020-02-06,512010.SH,SELL,0.5032365,464700,233854.00155,70.15620046499998,-0.006572295247724935,调出候选列表
2020-02-13,512010.SH,BUY,0.5127122,446400,228874.72607999996,68.66241782399999,0.0,行业买入
2020-02-13,512980.SH,BUY,0.933,245300,228864.90000000002,68.65947,0.0,行业买入
2020-02-20,512660.SH,BUY,0.855,277400,237177.0,71.1531,0.0,行业买入
2020-02-27,512010.SH,SELL,0.5016999,446400,223958.83536,67.187650608,-0.02147852147852143,调出候选列表
2020-02-27,515880.SH,BUY,0.43652848101266,552600,241225.63860759593,72.36769158227877,0.0,行业买入
2020-03-05,512480.SH,SELL,1.0178908,306200,311678.16296,93.503448888,0.5213089802130897,调出候选列表
2020-03-05,512980.SH,SELL,0.935,245300,229355.5,68.80664999999999,0.002143622722400859,调出候选列表
2020-03-05,512000.SH,BUY,0.5175,451600,233702.99999999997,70.11089999999999,0.0,行业买入
2020-03-05,159928.SZ,BUY,0.77875,300100,233702.87500000003,70.1108625,0.0,行业买入
2020-03-12,512660.SH,SELL,0.846,277400,234680.4,70.40411999999999,-0.010526315789473694,调出候选列表
2020-03-13,512000.SH,STOP_LOSS,0.4655,451600,210219.80000000002,63.06594,-0.1004830917874395,"固定止损: 成本盈亏-10.05%, 高点回撤-10.22%"
2020-03-17,159928.SZ,STOP_LOSS,0.7145,300100,214421.45,64.326435,-0.08250401284109153,"固定止损: 成本盈亏-8.25%, 高点回撤-11.76%"
2020-03-18,515880.SH,STOP_LOSS,0.39754082278481,552600,219681.058670886,65.9043176012658,-0.08931297709924062,"固定止损: 成本盈亏-8.93%, 高点回撤-12.02%"
2020-04-09,159928.SZ,BUY,0.795,274800,218466.0,65.5398,0.0,行业买入
2020-04-09,512010.SH,BUY,0.5188586,421100,218491.35645999998,65.547406938,0.0,行业买入
2020-04-23,512400.SH,BUY,0.64216385966709,345000,221546.53158514606,66.46395947554382,0.0,行业买入
2020-04-23,512660.SH,BUY,0.814,272200,221570.8,66.47124,0.0,行业买入
2020-04-30,512400.SH,SELL,0.62454350985915,345000,215467.51090140673,64.64025327042201,-0.027439024390246366,调出候选列表
2020-04-30,512660.SH,SELL,0.794,272200,216126.80000000002,64.83804,-0.024570024570024458,调出候选列表
2020-04-30,512800.SH,BUY,0.50228249859313,436000,218995.16938660468,65.6985508159814,0.0,行业买入
2020-05-07,512480.SH,BUY,0.9832652,223400,219661.44567999998,65.89843370399998,0.0,行业买入
2020-05-28,159928.SZ,SELL,0.8335,274800,229045.80000000002,68.71374,0.04842767295597481,调出候选列表
2020-05-28,512800.SH,SELL,0.49077602701182,436000,213978.3477771535,64.19350433314605,-0.022908366533851192,调出候选列表
2020-05-28,512480.SH,SELL,0.939474,223400,209878.4916,62.963547479999995,-0.04453650958052814,调出候选列表
2020-06-04,512400.SH,BUY,0.66272093444302,330500,219029.26883341811,65.70878065002543,0.0,行业买入
2020-06-04,159928.SZ,BUY,0.86075,254500,219060.875,65.7182625,0.0,行业买入
2020-06-04,512980.SH,BUY,0.868,252300,218996.4,65.69891999999999,0.0,行业买入
2020-06-18,512400.SH,SELL,0.68034128425096,330500,224852.79444494226,67.45583833348267,0.02658788774003169,调出候选列表
2020-06-18,515880.SH,BUY,0.37521455696203,605800,227304.97860759776,68.19149358227932,0.0,行业买入
2020-07-30,512980.SH,SELL,1.01,252300,254823.0,76.4469,0.16359447004608296,调出候选列表
2020-07-30,515880.SH,SELL,0.41886740506329,605800,253749.8739873411,76.12496219620232,0.11634103019536497,调出候选列表
2020-07-30,512400.SH,BUY,0.84577679078105,308600,261006.71763503202,78.3020152905096,0.0,行业买入
2020-07-30,512660.SH,BUY,1.11,235100,260961.00000000003,78.2883,0.0,行业买入
2020-08-13,512010.SH,SELL,0.7262996,421100,305844.76156,91.753428468,0.39980256663376135,调出候选列表
2020-08-13,159928.SZ,SELL,1.083,254500,275623.5,82.68705,0.2582050537322102,调出候选列表
2020-08-13,512400.SH,SELL,0.82130408271447,308600,253454.43992568544,76.03633197770563,-0.02893518518518361,调出候选列表
2020-08-20,512800.SH,BUY,0.546307259426,475700,259878.3633089482,77.96350899268445,0.0,行业买入
2020-08-20,159928.SZ,BUY,1.125,231000,259875.0,77.96249999999999,0.0,行业买入
2020-08-20,512400.SH,BUY,0.83696661587708,310500,259878.13422983335,77.96344026895,0.0,行业买入
2020-08-27,512660.SH,SELL,1.096,235100,257669.6,77.30087999999999,-0.012612612612612623,调出候选列表
2020-08-27,512800.SH,SELL,0.53480078784468,475700,254404.73477771427,76.32142043331427,-0.021062271062276847,调出候选列表
2020-08-27,512400.SH,SELL,0.8124939078105,310500,252279.35837516026,75.68380751254807,-0.029239766081869775,调出候选列表
2020-09-03,512980.SH,BUY,1.043,246400,256995.19999999998,77.09855999999999,0.0,行业买入
2020-09-10,159928.SZ,SELL,1.11225,231000,256929.75,77.078925,-0.011333333333333369,调出候选列表
2020-09-10,512980.SH,SELL,0.981,246400,241718.4,72.51552,-0.059443911792905035,调出候选列表
2020-10-15,512660.SH,BUY,1.14,218300,248861.99999999997,74.65859999999998,0.0,行业买入
