gold_pnl_b,gold_pnl_c,gold_diff,gold_buy_b,gold_buy_c,gold_sell_b,gold_sell_c,gold_comm_b,gold_comm_c,gold_final_position_mv_b,gold_final_position_mv_c,gold_buy_shares_b,gold_buy_shares_c,gold_sell_shares_b,gold_sell_shares_c,bond_pnl_b,bond_pnl_c,bond_diff,bond_buy_b,bond_buy_c,bond_sell_b,bond_sell_c,bond_comm_b,bond_comm_c,bond_final_position_mv_b,bond_final_position_mv_c,bond_buy_shares_b,bond_buy_shares_c,bond_sell_shares_b,bond_sell_shares_c
0.0,34655.98001999981,34655.98001999981,0.0,4111606.4,0.0,4148755.1999999997,0.0,2492.8199799999998,0.0,0.0,0,997400,0,997400,0.0,29525.820770000002,29525.820770000002,0.0,6055480.9,0.0,5866928.9,0.0,3586.1792299999993,0.0,221664.0,0,49200,0,47600
